file,speaker,label
4418.wav,Donald Trump,bona-fide
4420.wav,Adam Driver,bona-fide
4421.wav,Donald Trump,bona-fide
4422.wav,Donald Trump,bona-fide
4423.wav,Martin Luther King,bona-fide
4425.wav,Bill Clinton,bona-fide
4428.wav,Ayn Rand,bona-fide
4429.wav,Barack Obama,bona-fide
4430.wav,Winston Churchill,bona-fide
4431.wav,Bill Clinton,bona-fide
4433.wav,JFK,bona-fide
4436.wav,Barack Obama,bona-fide
4438.wav,Donald Trump,bona-fide
4439.wav,Donald Trump,bona-fide
4441.wav,Bernie Sanders,bona-fide
4443.wav,Bob Ross,bona-fide
4446.wav,JFK,bona-fide
4450.wav,Bill Clinton,bona-fide
4451.wav,Bernie Sanders,bona-fide
4452.wav,Barack Obama,bona-fide
4454.wav,Barack Obama,bona-fide
4456.wav,Alec Guinness,bona-fide
4458.wav,Boris Johnson,bona-fide
4459.wav,Winston Churchill,bona-fide
4460.wav,Malcolm X,bona-fide
4462.wav,Barack Obama,bona-fide
4463.wav,Bernie Sanders,bona-fide
4464.wav,Bernie Sanders,bona-fide
4465.wav,Christopher Hitchens,bona-fide
4466.wav,FDR,bona-fide
4467.wav,Ayn Rand,bona-fide
4468.wav,Bill Burr,bona-fide
4469.wav,John Cleese,bona-fide
4470.wav,Alec Guinness,bona-fide
4471.wav,Donald Trump,bona-fide
4472.wav,Donald Trump,bona-fide
4473.wav,Bernie Sanders,bona-fide
4474.wav,Donald Trump,bona-fide
4476.wav,Alexandria Ocasio-Cortez,bona-fide
4477.wav,Donald Trump,bona-fide
4479.wav,Barack Obama,bona-fide
4480.wav,Donald Trump,bona-fide
4483.wav,Mark Zuckerberg,bona-fide
4485.wav,Ayn Rand,bona-fide
4486.wav,Bill Clinton,bona-fide
4487.wav,Bill Clinton,bona-fide
4489.wav,Alec Guinness,bona-fide
4490.wav,Alec Guinness,bona-fide
4492.wav,Alec Guinness,bona-fide
4494.wav,Donald Trump,bona-fide
4495.wav,FDR,bona-fide
4496.wav,Louis Farrakhan,bona-fide
4497.wav,Calvin Coolidge,bona-fide
4500.wav,Alec Guinness,bona-fide
4503.wav,Donald Trump,bona-fide
4504.wav,Donald Trump,bona-fide
4505.wav,Christopher Hitchens,bona-fide
4507.wav,Bernie Sanders,bona-fide
4508.wav,Winston Churchill,bona-fide
4509.wav,Louis Farrakhan,bona-fide
4510.wav,Barack Obama,bona-fide
4512.wav,Calvin Coolidge,bona-fide
4513.wav,Donald Trump,bona-fide
4515.wav,Ayn Rand,bona-fide
4516.wav,Donald Trump,bona-fide
4517.wav,Alec Guinness,bona-fide
4519.wav,Donald Trump,bona-fide
4520.wav,Barack Obama,bona-fide
4521.wav,Mark Zuckerberg,bona-fide
4522.wav,Donald Trump,bona-fide
4523.wav,Ayn Rand,bona-fide
4526.wav,Barack Obama,bona-fide
4527.wav,John Cleese,bona-fide
4529.wav,Donald Trump,bona-fide
4531.wav,Barack Obama,bona-fide
4536.wav,Alec Guinness,bona-fide
4537.wav,Alec Guinness,bona-fide
4540.wav,Donald Trump,bona-fide
4541.wav,Mitch Hedberg,bona-fide
4542.wav,Dwight Eisenhower,bona-fide
4543.wav,Christopher Hitchens,bona-fide
4544.wav,Donald Trump,bona-fide
4545.wav,Barack Obama,bona-fide
4547.wav,JFK,bona-fide
4548.wav,Alec Guinness,bona-fide
4551.wav,Ayn Rand,bona-fide
4553.wav,George Carlin,bona-fide
4554.wav,Malcolm X,bona-fide
4555.wav,Alec Guinness,bona-fide
4560.wav,Alec Guinness,bona-fide
4561.wav,Alec Guinness,bona-fide
4562.wav,Barack Obama,bona-fide
4563.wav,Ayn Rand,bona-fide
4567.wav,Donald Trump,bona-fide
4568.wav,Bill Burr,bona-fide
4569.wav,Alec Guinness,bona-fide
4574.wav,Barack Obama,bona-fide
4576.wav,Barack Obama,bona-fide
4577.wav,Bernie Sanders,bona-fide
4578.wav,Arnold Schwarzenegger,bona-fide
4579.wav,Ronald Reagan,bona-fide
4580.wav,Christopher Hitchens,bona-fide
4582.wav,Donald Trump,bona-fide
4585.wav,Arnold Schwarzenegger,bona-fide
4586.wav,Barack Obama,bona-fide
4588.wav,Donald Trump,bona-fide
4590.wav,George Carlin,bona-fide
4592.wav,Ronald Reagan,bona-fide
4593.wav,Barack Obama,bona-fide
4596.wav,Ayn Rand,bona-fide
4597.wav,Winston Churchill,bona-fide
4598.wav,Martin Luther King,bona-fide
4603.wav,Donald Trump,bona-fide
4607.wav,Arnold Schwarzenegger,bona-fide
4609.wav,Ayn Rand,bona-fide
4610.wav,Donald Trump,bona-fide
4612.wav,Barack Obama,bona-fide
4615.wav,Lyndon Johnson,bona-fide
4616.wav,Donald Trump,bona-fide
4617.wav,Bernie Sanders,bona-fide
4618.wav,Barack Obama,bona-fide
4619.wav,Alec Guinness,bona-fide
4620.wav,Bernie Sanders,bona-fide
4622.wav,Barack Obama,bona-fide
4623.wav,Donald Trump,bona-fide
4624.wav,Donald Trump,bona-fide
4625.wav,Mark Zuckerberg,bona-fide
4627.wav,Donald Trump,bona-fide
4628.wav,Bill Clinton,bona-fide
4629.wav,2Pac,bona-fide
4632.wav,Alec Guinness,bona-fide
4635.wav,Kanye West,bona-fide
4637.wav,Ronald Reagan,bona-fide
4639.wav,Bernie Sanders,bona-fide
4640.wav,Bill Clinton,bona-fide
4641.wav,Ayn Rand,bona-fide
4643.wav,Barack Obama,bona-fide
4644.wav,Martin Luther King,bona-fide
4645.wav,Alec Guinness,bona-fide
4646.wav,Nelson Mandela,bona-fide
4647.wav,JFK,bona-fide
4650.wav,Bernie Sanders,bona-fide
4651.wav,Harry Truman,bona-fide
4652.wav,Barack Obama,bona-fide
4653.wav,Alec Guinness,bona-fide
4654.wav,Donald Trump,bona-fide
4655.wav,Donald Trump,bona-fide
4657.wav,Robert Kardashian,bona-fide
4658.wav,Barack Obama,bona-fide
4661.wav,Alec Guinness,bona-fide
4662.wav,Barack Obama,bona-fide
4663.wav,2Pac,bona-fide
4664.wav,Louis Farrakhan,bona-fide
4665.wav,Alec Guinness,bona-fide
4666.wav,Donald Trump,bona-fide
4668.wav,Malcolm X,bona-fide
4671.wav,Alec Guinness,bona-fide
4673.wav,Donald Trump,bona-fide
4674.wav,Christopher Hitchens,bona-fide
4675.wav,Alec Guinness,bona-fide
4678.wav,Winston Churchill,bona-fide
4681.wav,Donald Trump,bona-fide
4682.wav,Barack Obama,bona-fide
4684.wav,Barack Obama,bona-fide
4686.wav,Martin Luther King,bona-fide
4687.wav,Winston Churchill,bona-fide
4688.wav,Christopher Hitchens,bona-fide
4689.wav,Ayn Rand,bona-fide
4693.wav,Christopher Hitchens,bona-fide
4694.wav,Barack Obama,bona-fide
4697.wav,Donald Trump,bona-fide
4700.wav,Alec Guinness,bona-fide
4701.wav,Donald Trump,bona-fide
4704.wav,Ayn Rand,bona-fide
4706.wav,Barack Obama,bona-fide
4707.wav,Bernie Sanders,bona-fide
4709.wav,Bernie Sanders,bona-fide
4711.wav,Ayn Rand,bona-fide
4714.wav,Donald Trump,bona-fide
4716.wav,Winston Churchill,bona-fide
4717.wav,Ronald Reagan,bona-fide
4718.wav,Barack Obama,bona-fide
4719.wav,Alec Guinness,bona-fide
4722.wav,Louis Farrakhan,bona-fide
4723.wav,Ronald Reagan,bona-fide
4724.wav,Barack Obama,bona-fide
4725.wav,Nelson Mandela,bona-fide
4727.wav,Christopher Hitchens,bona-fide
4728.wav,Donald Trump,bona-fide
4731.wav,2Pac,bona-fide
4732.wav,Martin Luther King,bona-fide
4733.wav,Barack Obama,bona-fide
4737.wav,Lyndon Johnson,bona-fide
4739.wav,Barack Obama,bona-fide
4742.wav,Christopher Hitchens,bona-fide
4744.wav,Ronald Reagan,bona-fide
4745.wav,Barack Obama,bona-fide
4746.wav,Bill Clinton,bona-fide
4747.wav,Ayn Rand,bona-fide
4750.wav,Mark Zuckerberg,bona-fide
4753.wav,Ronald Reagan,bona-fide
4754.wav,Harry Truman,bona-fide
4755.wav,Ayn Rand,bona-fide
4756.wav,George Carlin,bona-fide
4757.wav,Louis Farrakhan,bona-fide
4758.wav,Mark Zuckerberg,bona-fide
4759.wav,Alec Guinness,bona-fide
4760.wav,Bernie Sanders,bona-fide
4761.wav,Donald Trump,bona-fide
4762.wav,Jeff Goldblum,bona-fide
4764.wav,Ayn Rand,bona-fide
4765.wav,Ayn Rand,bona-fide
4767.wav,Donald Trump,bona-fide
4769.wav,Bill Clinton,bona-fide
4771.wav,Alec Guinness,bona-fide
4772.wav,Ayn Rand,bona-fide
4773.wav,Alec Guinness,bona-fide
4774.wav,Barack Obama,bona-fide
4775.wav,Donald Trump,bona-fide
4776.wav,Bill Clinton,bona-fide
4777.wav,Bill Clinton,bona-fide
4778.wav,Donald Trump,bona-fide
4779.wav,Dwight Eisenhower,bona-fide
4781.wav,Alec Guinness,bona-fide
4783.wav,Bill Burr,bona-fide
4784.wav,Bernie Sanders,bona-fide
4788.wav,Alexandria Ocasio-Cortez,bona-fide
4789.wav,Alexandria Ocasio-Cortez,bona-fide
4790.wav,Barack Obama,bona-fide
4791.wav,Barack Obama,bona-fide
4792.wav,Ayn Rand,bona-fide
4793.wav,Alexandria Ocasio-Cortez,bona-fide
4794.wav,Alec Guinness,bona-fide
4795.wav,Barack Obama,bona-fide
4796.wav,Donald Trump,bona-fide
4797.wav,Barack Obama,bona-fide
4800.wav,Winston Churchill,bona-fide
4801.wav,Bernie Sanders,bona-fide
4803.wav,Alec Guinness,bona-fide
4804.wav,Alec Guinness,bona-fide
4810.wav,Queen Elizabeth II,bona-fide
4811.wav,Barack Obama,bona-fide
4814.wav,Barack Obama,bona-fide
4816.wav,Donald Trump,bona-fide
4817.wav,Christopher Hitchens,bona-fide
4819.wav,Alec Guinness,bona-fide
4820.wav,Barack Obama,bona-fide
4821.wav,Milton Friedman,bona-fide
4824.wav,Barack Obama,bona-fide
4825.wav,Bill Burr,bona-fide
4827.wav,Christopher Hitchens,bona-fide
4828.wav,Barack Obama,bona-fide
4829.wav,Arnold Schwarzenegger,bona-fide
4830.wav,Donald Trump,bona-fide
4831.wav,Alec Guinness,bona-fide
4833.wav,Milton Friedman,bona-fide
4834.wav,Winston Churchill,bona-fide
4837.wav,George Carlin,bona-fide
4839.wav,Barack Obama,bona-fide
4841.wav,Donald Trump,bona-fide
4842.wav,Winston Churchill,bona-fide
4843.wav,John Cleese,bona-fide
4846.wav,Queen Elizabeth II,bona-fide
4847.wav,Barack Obama,bona-fide
4848.wav,Nelson Mandela,bona-fide
4849.wav,Bill Clinton,bona-fide
4850.wav,Donald Trump,bona-fide
4851.wav,Bill Clinton,bona-fide
4852.wav,The Notorious B.I.G.,bona-fide
4853.wav,FDR,bona-fide
4854.wav,Barack Obama,bona-fide
4857.wav,Bob Ross,bona-fide
4858.wav,Boris Johnson,bona-fide
4859.wav,Barack Obama,bona-fide
4861.wav,Ronald Reagan,bona-fide
4862.wav,Bernie Sanders,bona-fide
4863.wav,Barack Obama,bona-fide
4865.wav,Donald Trump,bona-fide
4866.wav,Donald Trump,bona-fide
4867.wav,Barack Obama,bona-fide
4869.wav,Alec Guinness,bona-fide
4871.wav,Bill Clinton,bona-fide
4872.wav,Alec Guinness,bona-fide
4873.wav,Donald Trump,bona-fide
4874.wav,George Carlin,bona-fide
4876.wav,Barack Obama,bona-fide
4877.wav,Donald Trump,bona-fide
4879.wav,Bill Clinton,bona-fide
4880.wav,Alexandria Ocasio-Cortez,bona-fide
4881.wav,Barack Obama,bona-fide
4883.wav,Donald Trump,bona-fide
4885.wav,Barack Obama,bona-fide
4886.wav,George Carlin,bona-fide
4891.wav,Alec Guinness,bona-fide
4892.wav,Barack Obama,bona-fide
4896.wav,Bill Clinton,bona-fide
4898.wav,Ayn Rand,bona-fide
4899.wav,Bernie Sanders,bona-fide
4900.wav,FDR,bona-fide
4901.wav,Ayn Rand,bona-fide
4902.wav,Alec Guinness,bona-fide
4905.wav,Winston Churchill,bona-fide
4907.wav,Barack Obama,bona-fide
4908.wav,George Carlin,bona-fide
4911.wav,Barack Obama,bona-fide
4914.wav,Arnold Schwarzenegger,bona-fide
4916.wav,Ronald Reagan,bona-fide
4917.wav,George W. Bush,bona-fide
4918.wav,Barack Obama,bona-fide
4919.wav,Louis Farrakhan,bona-fide
4920.wav,Barack Obama,bona-fide
4921.wav,Bill Clinton,bona-fide
4922.wav,Barack Obama,bona-fide
4924.wav,Martin Luther King,bona-fide
4925.wav,Mark Zuckerberg,bona-fide
4927.wav,Bill Clinton,bona-fide
4928.wav,Bernie Sanders,bona-fide
4929.wav,Barack Obama,bona-fide
4933.wav,Alec Guinness,bona-fide
4935.wav,JFK,bona-fide
4936.wav,Winston Churchill,bona-fide
4937.wav,Bernie Sanders,bona-fide
4938.wav,Bernie Sanders,bona-fide
4940.wav,Donald Trump,bona-fide
4942.wav,Donald Trump,bona-fide
4943.wav,Christopher Hitchens,bona-fide
4944.wav,Gilbert Gottfried,bona-fide
4945.wav,Mark Zuckerberg,bona-fide
4948.wav,Barack Obama,bona-fide
4949.wav,Alec Guinness,bona-fide
4950.wav,FDR,bona-fide
4953.wav,Donald Trump,bona-fide
4954.wav,Bill Clinton,bona-fide
4955.wav,Barack Obama,bona-fide
4957.wav,Jeff Goldblum,bona-fide
4961.wav,Donald Trump,bona-fide
4964.wav,Barack Obama,bona-fide
4966.wav,Donald Trump,bona-fide
4968.wav,Christopher Hitchens,bona-fide
4970.wav,Mark Zuckerberg,bona-fide
4973.wav,Barack Obama,bona-fide
4974.wav,Bernie Sanders,bona-fide
4975.wav,Christopher Hitchens,bona-fide
4979.wav,Donald Trump,bona-fide
4980.wav,Ayn Rand,bona-fide
4982.wav,Bernie Sanders,bona-fide
4984.wav,Christopher Hitchens,bona-fide
4989.wav,Barack Obama,bona-fide
4991.wav,Bob Ross,bona-fide
4992.wav,Barack Obama,bona-fide
4995.wav,Boris Johnson,bona-fide
4996.wav,Nick Offerman,bona-fide
4997.wav,Ayn Rand,bona-fide
4998.wav,Martin Luther King,bona-fide
4999.wav,Christopher Hitchens,bona-fide
5000.wav,Barack Obama,bona-fide
5001.wav,Richard Nixon,bona-fide
5004.wav,FDR,bona-fide
5007.wav,Barack Obama,bona-fide
5008.wav,Barack Obama,bona-fide
5009.wav,JFK,bona-fide
5010.wav,Robert Kardashian,bona-fide
5011.wav,Nelson Mandela,bona-fide
5014.wav,George Carlin,bona-fide
5015.wav,Milton Friedman,bona-fide
5016.wav,Ronald Reagan,bona-fide
5018.wav,Barack Obama,bona-fide
5019.wav,Barack Obama,bona-fide
5020.wav,Alexandria Ocasio-Cortez,bona-fide
5023.wav,Bill Clinton,bona-fide
5025.wav,Barack Obama,bona-fide
5026.wav,Alan Watts,bona-fide
5027.wav,Barack Obama,bona-fide
5028.wav,Bill Clinton,bona-fide
5031.wav,Ronald Reagan,bona-fide
5034.wav,Barack Obama,bona-fide
5035.wav,Barack Obama,bona-fide
5036.wav,Alec Guinness,bona-fide
5037.wav,Christopher Hitchens,bona-fide
5039.wav,Alec Guinness,bona-fide
5040.wav,Barack Obama,bona-fide
5041.wav,Ayn Rand,bona-fide
5044.wav,Nelson Mandela,bona-fide
5045.wav,Donald Trump,bona-fide
5047.wav,Donald Trump,bona-fide
5051.wav,JFK,bona-fide
5052.wav,Calvin Coolidge,bona-fide
5053.wav,JFK,bona-fide
5055.wav,JFK,bona-fide
5056.wav,Donald Trump,bona-fide
5058.wav,Barack Obama,bona-fide
5060.wav,Christopher Hitchens,bona-fide
5061.wav,Alec Guinness,bona-fide
5062.wav,Barack Obama,bona-fide
5065.wav,Donald Trump,bona-fide
5066.wav,Donald Trump,bona-fide
5067.wav,Bernie Sanders,bona-fide
5068.wav,Barack Obama,bona-fide
5069.wav,Ayn Rand,bona-fide
5071.wav,Ayn Rand,bona-fide
5072.wav,Louis Farrakhan,bona-fide
5073.wav,Richard Nixon,bona-fide
5074.wav,Donald Trump,bona-fide
5075.wav,Mark Zuckerberg,bona-fide
5076.wav,Alec Guinness,bona-fide
5077.wav,Barack Obama,bona-fide
5079.wav,Barack Obama,bona-fide
5080.wav,Donald Trump,bona-fide
5082.wav,Donald Trump,bona-fide
5084.wav,Donald Trump,bona-fide
5085.wav,Kanye West,bona-fide
5086.wav,Alec Guinness,bona-fide
5087.wav,Donald Trump,bona-fide
5088.wav,Barack Obama,bona-fide
5089.wav,Barack Obama,bona-fide
5092.wav,Arnold Schwarzenegger,bona-fide
5093.wav,Ayn Rand,bona-fide
5095.wav,Bernie Sanders,bona-fide
5096.wav,Alan Watts,bona-fide
5097.wav,Arnold Schwarzenegger,bona-fide
5098.wav,Malcolm X,bona-fide
5099.wav,Arnold Schwarzenegger,bona-fide
5100.wav,Winston Churchill,bona-fide
5101.wav,Barack Obama,bona-fide
5102.wav,Barack Obama,bona-fide
5104.wav,Ronald Reagan,bona-fide
5106.wav,Christopher Hitchens,bona-fide
5107.wav,Donald Trump,bona-fide
5108.wav,Barack Obama,bona-fide
5109.wav,Donald Trump,bona-fide
5110.wav,George W. Bush,bona-fide
5111.wav,Alec Guinness,bona-fide
5113.wav,Barack Obama,bona-fide
5114.wav,John Cleese,bona-fide
5116.wav,Ronald Reagan,bona-fide
5118.wav,Alec Guinness,bona-fide
5120.wav,Ayn Rand,bona-fide
5123.wav,Ayn Rand,bona-fide
5124.wav,Winston Churchill,bona-fide
5125.wav,Bernie Sanders,bona-fide
5127.wav,FDR,bona-fide
5129.wav,Ayn Rand,bona-fide
5132.wav,Ronald Reagan,bona-fide
5135.wav,Christopher Hitchens,bona-fide
5136.wav,Boris Johnson,bona-fide
5137.wav,Donald Trump,bona-fide
5140.wav,Donald Trump,bona-fide
5141.wav,Barack Obama,bona-fide
5143.wav,Alec Guinness,bona-fide
5144.wav,Barack Obama,bona-fide
5146.wav,Bernie Sanders,bona-fide
5148.wav,Barack Obama,bona-fide
5149.wav,Barack Obama,bona-fide
5152.wav,Barack Obama,bona-fide
5154.wav,Christopher Hitchens,bona-fide
5155.wav,Ronald Reagan,bona-fide
5156.wav,Donald Trump,bona-fide
5157.wav,Donald Trump,bona-fide
5158.wav,Ayn Rand,bona-fide
5160.wav,Bernie Sanders,bona-fide
5161.wav,Donald Trump,bona-fide
5162.wav,Ayn Rand,bona-fide
5163.wav,Dwight Eisenhower,bona-fide
5166.wav,Ayn Rand,bona-fide
5168.wav,Barack Obama,bona-fide
5169.wav,Christopher Hitchens,bona-fide
5171.wav,Barack Obama,bona-fide
5174.wav,Donald Trump,bona-fide
5175.wav,Christopher Hitchens,bona-fide
5176.wav,Mark Zuckerberg,bona-fide
5177.wav,Barack Obama,bona-fide
5178.wav,Jeff Goldblum,bona-fide
5182.wav,Donald Trump,bona-fide
5183.wav,Bill Clinton,bona-fide
5184.wav,Barack Obama,bona-fide
5187.wav,George Carlin,bona-fide
5188.wav,Bill Clinton,bona-fide
5189.wav,Alec Guinness,bona-fide
5192.wav,Donald Trump,bona-fide
5193.wav,Ronald Reagan,bona-fide
5195.wav,Malcolm X,bona-fide
5197.wav,Alec Guinness,bona-fide
5198.wav,Alec Guinness,bona-fide
5199.wav,Donald Trump,bona-fide
5201.wav,Alec Guinness,bona-fide
5202.wav,Barack Obama,bona-fide
5203.wav,JFK,bona-fide
5204.wav,Barack Obama,bona-fide
5205.wav,FDR,bona-fide
5206.wav,Donald Trump,bona-fide
5207.wav,Ayn Rand,bona-fide
5208.wav,Donald Trump,bona-fide
5210.wav,Martin Luther King,bona-fide
5211.wav,FDR,bona-fide
5212.wav,JFK,bona-fide
5215.wav,Barack Obama,bona-fide
5216.wav,Donald Trump,bona-fide
5217.wav,Bill Clinton,bona-fide
5218.wav,Alexandria Ocasio-Cortez,bona-fide
5220.wav,Barack Obama,bona-fide
5222.wav,Ayn Rand,bona-fide
5223.wav,Alec Guinness,bona-fide
5224.wav,Barack Obama,bona-fide
5225.wav,Donald Trump,bona-fide
5226.wav,Donald Trump,bona-fide
5227.wav,Alec Guinness,bona-fide
5228.wav,Barack Obama,bona-fide
5231.wav,Barack Obama,bona-fide
5233.wav,Alec Guinness,bona-fide
5234.wav,Ronald Reagan,bona-fide
5235.wav,Alec Guinness,bona-fide
5236.wav,Barack Obama,bona-fide
5238.wav,Donald Trump,bona-fide
5239.wav,Winston Churchill,bona-fide
5240.wav,Boris Johnson,bona-fide
5243.wav,Alec Guinness,bona-fide
5244.wav,Donald Trump,bona-fide
5245.wav,Barack Obama,bona-fide
5246.wav,Ronald Reagan,bona-fide
5247.wav,Harry Truman,bona-fide
5249.wav,Arnold Schwarzenegger,bona-fide
5251.wav,Bernie Sanders,bona-fide
5252.wav,Boris Johnson,bona-fide
5253.wav,Donald Trump,bona-fide
5254.wav,Bernie Sanders,bona-fide
5255.wav,Dwight Eisenhower,bona-fide
5256.wav,Bernie Sanders,bona-fide
5263.wav,Christopher Hitchens,bona-fide
5264.wav,Martin Luther King,bona-fide
5265.wav,Donald Trump,bona-fide
5268.wav,Billie Eilish,bona-fide
5269.wav,Bill Clinton,bona-fide
5273.wav,Martin Luther King,bona-fide
5274.wav,Donald Trump,bona-fide
5275.wav,Alec Guinness,bona-fide
5276.wav,Bernie Sanders,bona-fide
5279.wav,Winston Churchill,bona-fide
5280.wav,Bernie Sanders,bona-fide
5281.wav,Adam Driver,bona-fide
5283.wav,Ayn Rand,bona-fide
5284.wav,Donald Trump,bona-fide
5285.wav,Bill Clinton,bona-fide
5286.wav,Ronald Reagan,bona-fide
5287.wav,Martin Luther King,bona-fide
5288.wav,Frank Sinatra,bona-fide
5289.wav,Ayn Rand,bona-fide
5292.wav,Christopher Hitchens,bona-fide
5293.wav,Ayn Rand,bona-fide
5295.wav,Alec Guinness,bona-fide
5297.wav,Alec Guinness,bona-fide
5298.wav,Alec Guinness,bona-fide
5299.wav,Alec Guinness,bona-fide
5300.wav,Donald Trump,bona-fide
5304.wav,Barack Obama,bona-fide
5306.wav,Bill Clinton,bona-fide
5307.wav,Ronald Reagan,bona-fide
5308.wav,Barack Obama,bona-fide
5309.wav,Mr. Rogers,bona-fide
5310.wav,Barack Obama,bona-fide
5311.wav,Bill Clinton,bona-fide
5313.wav,Barack Obama,bona-fide
5314.wav,Donald Trump,bona-fide
5315.wav,Alec Guinness,bona-fide
5317.wav,FDR,bona-fide
5318.wav,Louis Farrakhan,bona-fide
5319.wav,Mark Zuckerberg,bona-fide
5320.wav,Bernie Sanders,bona-fide
5321.wav,Donald Trump,bona-fide
5323.wav,Christopher Hitchens,bona-fide
5324.wav,Ayn Rand,bona-fide
5325.wav,Barack Obama,bona-fide
5327.wav,JFK,bona-fide
5329.wav,Lyndon Johnson,bona-fide
5331.wav,Donald Trump,bona-fide
5332.wav,Alec Guinness,bona-fide
5333.wav,Barack Obama,bona-fide
5334.wav,Donald Trump,bona-fide
5337.wav,George Carlin,bona-fide
5339.wav,Barack Obama,bona-fide
5340.wav,Barack Obama,bona-fide
5341.wav,Donald Trump,bona-fide
5344.wav,Christopher Hitchens,bona-fide
5345.wav,Barack Obama,bona-fide
5346.wav,Nelson Mandela,bona-fide
5349.wav,Bernie Sanders,bona-fide
5351.wav,Barack Obama,bona-fide
5352.wav,Donald Trump,bona-fide
5353.wav,Donald Trump,bona-fide
5354.wav,Dwight Eisenhower,bona-fide
5355.wav,JFK,bona-fide
5356.wav,Alec Guinness,bona-fide
5357.wav,Ronald Reagan,bona-fide
5358.wav,Scarlett Johansson,bona-fide
5359.wav,Bernie Sanders,bona-fide
5360.wav,Milton Friedman,bona-fide
5363.wav,Alexandria Ocasio-Cortez,bona-fide
5364.wav,Donald Trump,bona-fide
5366.wav,Winston Churchill,bona-fide
5367.wav,Barack Obama,bona-fide
5368.wav,Donald Trump,bona-fide
5369.wav,Barack Obama,bona-fide
5371.wav,Alec Guinness,bona-fide
5373.wav,Alec Guinness,bona-fide
5375.wav,Donald Trump,bona-fide
5376.wav,Barack Obama,bona-fide
5378.wav,Donald Trump,bona-fide
5379.wav,Alec Guinness,bona-fide
5380.wav,Martin Luther King,bona-fide
5381.wav,Donald Trump,bona-fide
5382.wav,Bernie Sanders,bona-fide
5383.wav,George Carlin,bona-fide
5384.wav,Donald Trump,bona-fide
5385.wav,Bernie Sanders,bona-fide
5386.wav,Barack Obama,bona-fide
5388.wav,Barack Obama,bona-fide
5391.wav,Ronald Reagan,bona-fide
5392.wav,Bernie Sanders,bona-fide
5393.wav,Alexandria Ocasio-Cortez,bona-fide
5394.wav,Ayn Rand,bona-fide
5395.wav,Bernie Sanders,bona-fide
5398.wav,Alec Guinness,bona-fide
5400.wav,FDR,bona-fide
5401.wav,Bernie Sanders,bona-fide
5402.wav,Alec Guinness,bona-fide
5404.wav,Malcolm X,bona-fide
5405.wav,Barack Obama,bona-fide
5407.wav,Arnold Schwarzenegger,bona-fide
5408.wav,Bill Clinton,bona-fide
5409.wav,Bill Clinton,bona-fide
5411.wav,Barack Obama,bona-fide
5412.wav,Donald Trump,bona-fide
5413.wav,Barack Obama,bona-fide
5414.wav,Alec Guinness,bona-fide
5415.wav,Richard Nixon,bona-fide
5416.wav,Bernie Sanders,bona-fide
5417.wav,Alec Guinness,bona-fide
5418.wav,Donald Trump,bona-fide
5419.wav,Alec Guinness,bona-fide
5420.wav,Bill Clinton,bona-fide
5421.wav,Ayn Rand,bona-fide
5422.wav,Queen Elizabeth II,bona-fide
5423.wav,Bill Clinton,bona-fide
5424.wav,Alec Guinness,bona-fide
5428.wav,Bernie Sanders,bona-fide
5429.wav,Donald Trump,bona-fide
5431.wav,Bernie Sanders,bona-fide
5433.wav,Donald Trump,bona-fide
5436.wav,Alec Guinness,bona-fide
5438.wav,Louis C.K.,bona-fide
5440.wav,Christopher Hitchens,bona-fide
5441.wav,George Carlin,bona-fide
5442.wav,Barack Obama,bona-fide
5443.wav,Richard Nixon,bona-fide
5446.wav,Donald Trump,bona-fide
5447.wav,Donald Trump,bona-fide
5448.wav,Donald Trump,bona-fide
5449.wav,JFK,bona-fide
5450.wav,Barack Obama,bona-fide
5451.wav,Bernie Sanders,bona-fide
5452.wav,Jimmy Carter,bona-fide
5453.wav,Barack Obama,bona-fide
5454.wav,Ayn Rand,bona-fide
5455.wav,Christopher Hitchens,bona-fide
5457.wav,Barack Obama,bona-fide
5459.wav,Bernie Sanders,bona-fide
5461.wav,Alec Guinness,bona-fide
5462.wav,Martin Luther King,bona-fide
5464.wav,Barack Obama,bona-fide
5465.wav,Barack Obama,bona-fide
5469.wav,Alec Guinness,bona-fide
5470.wav,Ronald Reagan,bona-fide
5472.wav,Donald Trump,bona-fide
5473.wav,Bernie Sanders,bona-fide
5474.wav,Milton Friedman,bona-fide
5475.wav,Bernie Sanders,bona-fide
5476.wav,Ayn Rand,bona-fide
5477.wav,Donald Trump,bona-fide
5478.wav,Alexandria Ocasio-Cortez,bona-fide
5479.wav,Barack Obama,bona-fide
5481.wav,Bernie Sanders,bona-fide
5482.wav,Alec Guinness,bona-fide
5483.wav,Nick Offerman,bona-fide
5484.wav,Ayn Rand,bona-fide
5487.wav,Martin Luther King,bona-fide
5489.wav,Boris Johnson,bona-fide
5492.wav,Donald Trump,bona-fide
5493.wav,Alec Guinness,bona-fide
5494.wav,Bernie Sanders,bona-fide
5496.wav,Donald Trump,bona-fide
5497.wav,Mark Zuckerberg,bona-fide
5498.wav,Barack Obama,bona-fide
5499.wav,JFK,bona-fide
5502.wav,Ayn Rand,bona-fide
5503.wav,Christopher Hitchens,bona-fide
5504.wav,Barack Obama,bona-fide
5507.wav,Bernie Sanders,bona-fide
5510.wav,Barack Obama,bona-fide
5511.wav,Tucker Carlson,bona-fide
5516.wav,Mark Zuckerberg,bona-fide
5517.wav,Ayn Rand,bona-fide
5519.wav,Richard Nixon,bona-fide
