file,speaker,label
5389.wav,Alexandria Ocasio-Cortez,spoof
5390.wav,George W. Bush,spoof
5396.wav,Bernie Sanders,spoof
5397.wav,Alec Guinness,spoof
5399.wav,Ayn Rand,spoof
5403.wav,Ayn Rand,spoof
5406.wav,Christopher Hitchens,spoof
5410.wav,Bernie Sanders,spoof
5425.wav,Bill Clinton,spoof
5426.wav,Milton Friedman,spoof
5427.wav,Ronald Reagan,spoof
5430.wav,Scarlett Johansson,spoof
5432.wav,Alec Guinness,spoof
5434.wav,Donald Trump,spoof
5435.wav,Adam Driver,spoof
5437.wav,Alec Guinness,spoof
5439.wav,Christopher Hitchens,spoof
5444.wav,Alan Watts,spoof
5445.wav,Winston Churchill,spoof
5456.wav,Bill Clinton,spoof
5458.wav,Jerry Seinfeld,spoof
5460.wav,Bernie Sanders,spoof
5463.wav,Alec Guinness,spoof
5466.wav,Alec Guinness,spoof
5467.wav,Gilbert Gottfried,spoof
5468.wav,George W. Bush,spoof
5471.wav,Barack Obama,spoof
5480.wav,Mark Zuckerberg,spoof
5485.wav,Ayn Rand,spoof
5486.wav,Alexandria Ocasio-Cortez,spoof
5488.wav,Bernie Sanders,spoof
5490.wav,Billie Eilish,spoof
5491.wav,Ronald Reagan,spoof
5495.wav,Alexandria Ocasio-Cortez,spoof
5500.wav,Robert Kardashian,spoof
5501.wav,Nelson Mandela,spoof
5505.wav,Bill Clinton,spoof
5506.wav,Ayn Rand,spoof
5508.wav,Milton Friedman,spoof
5509.wav,Christopher Hitchens,spoof
5512.wav,Alan Watts,spoof
5513.wav,Bill Clinton,spoof
5514.wav,Ayn Rand,spoof
5515.wav,Nelson Mandela,spoof
5518.wav,Bill Burr,spoof
5520.wav,Richard Nixon,spoof
5529.wav,Alec Guinness,spoof
5531.wav,Mr. Rogers,spoof
5532.wav,Bill Clinton,spoof
5533.wav,Bernie Sanders,spoof
5535.wav,Ayn Rand,spoof
5536.wav,Winston Churchill,spoof
5537.wav,Bill Clinton,spoof
5539.wav,Alan Watts,spoof
5546.wav,Ayn Rand,spoof
5547.wav,Alec Guinness,spoof
5548.wav,Ronald Reagan,spoof
5551.wav,Ayn Rand,spoof
5553.wav,Alan Watts,spoof
5556.wav,George W. Bush,spoof
5558.wav,Alec Guinness,spoof
5559.wav,Ayn Rand,spoof
5560.wav,Ayn Rand,spoof
5561.wav,Martin Luther King,spoof
5562.wav,Mark Zuckerberg,spoof
5565.wav,Nelson Mandela,spoof
5566.wav,JFK,spoof
5570.wav,George Carlin,spoof
5571.wav,Ronald Reagan,spoof
5573.wav,Christopher Hitchens,spoof
5574.wav,Queen Elizabeth II,spoof
5576.wav,Ronald Reagan,spoof
5579.wav,Ayn Rand,spoof
5580.wav,Alec Guinness,spoof
5581.wav,Alec Guinness,spoof
5584.wav,Bill Clinton,spoof
5586.wav,Tucker Carlson,spoof
5588.wav,Ronald Reagan,spoof
5594.wav,Boris Johnson,spoof
5595.wav,Malcolm X,spoof
5597.wav,Louis Farrakhan,spoof
5600.wav,Gilbert Gottfried,spoof
5603.wav,Barack Obama,spoof
5608.wav,Ronald Reagan,spoof
5615.wav,Louis C.K.,spoof
5617.wav,Alec Guinness,spoof
5618.wav,Bill Clinton,spoof
5621.wav,Bill Burr,spoof
5622.wav,Orson Welles,spoof
5623.wav,Adam Driver,spoof
5624.wav,Alec Guinness,spoof
5625.wav,Bernie Sanders,spoof
5629.wav,Christopher Hitchens,spoof
5631.wav,Christopher Hitchens,spoof
5633.wav,Martin Luther King,spoof
5634.wav,Barack Obama,spoof
5635.wav,Christopher Hitchens,spoof
5637.wav,Milton Friedman,spoof
5639.wav,2Pac,spoof
5641.wav,Ronald Reagan,spoof
5644.wav,Bill Clinton,spoof
5646.wav,Ronald Reagan,spoof
5650.wav,Ronald Reagan,spoof
5651.wav,Alec Guinness,spoof
5653.wav,Alan Watts,spoof
5655.wav,Alexandria Ocasio-Cortez,spoof
5657.wav,Mr. Rogers,spoof
5662.wav,Alec Guinness,spoof
5663.wav,Ayn Rand,spoof
5664.wav,Bob Ross,spoof
5665.wav,Richard Nixon,spoof
5666.wav,Ronald Reagan,spoof
5667.wav,Martin Luther King,spoof
5668.wav,JFK,spoof
5671.wav,George W. Bush,spoof
5672.wav,Ronald Reagan,spoof
5674.wav,2Pac,spoof
5680.wav,Alec Guinness,spoof
5683.wav,Boris Johnson,spoof
5684.wav,Ayn Rand,spoof
5686.wav,Bill Clinton,spoof
5687.wav,Norm MacDonald,spoof
5688.wav,Ronald Reagan,spoof
5693.wav,FDR,spoof
5697.wav,The Notorious B.I.G.,spoof
5699.wav,Louis C.K.,spoof
5703.wav,Martin Luther King,spoof
5707.wav,Bernie Sanders,spoof
5709.wav,Ronald Reagan,spoof
5711.wav,Milton Friedman,spoof
5713.wav,Ayn Rand,spoof
5717.wav,Alec Guinness,spoof
5718.wav,JFK,spoof
5719.wav,Bill Clinton,spoof
5721.wav,Ronald Reagan,spoof
5723.wav,Ronald Reagan,spoof
5724.wav,Alec Guinness,spoof
5726.wav,Bill Clinton,spoof
5730.wav,Ayn Rand,spoof
5739.wav,Dwight Eisenhower,spoof
5740.wav,Alec Guinness,spoof
5743.wav,Alec Guinness,spoof
5747.wav,Alec Guinness,spoof
5751.wav,Jeff Goldblum,spoof
5764.wav,Winston Churchill,spoof
5766.wav,Bernie Sanders,spoof
5770.wav,Bernie Sanders,spoof
5775.wav,Nelson Mandela,spoof
5776.wav,Winston Churchill,spoof
5780.wav,Alec Guinness,spoof
5783.wav,Bill Clinton,spoof
5786.wav,Ayn Rand,spoof
5791.wav,JFK,spoof
5796.wav,Alec Guinness,spoof
5799.wav,Martin Luther King,spoof
5800.wav,Queen Elizabeth II,spoof
5803.wav,The Notorious B.I.G.,spoof
5804.wav,Ronald Reagan,spoof
5805.wav,Alec Guinness,spoof
5806.wav,Martin Luther King,spoof
5807.wav,Ronald Reagan,spoof
5818.wav,Ayn Rand,spoof
5820.wav,Alan Watts,spoof
5821.wav,Alan Watts,spoof
5823.wav,Alec Guinness,spoof
5829.wav,Milton Friedman,spoof
5834.wav,Bill Burr,spoof
5838.wav,Ayn Rand,spoof
5839.wav,Bill Clinton,spoof
5842.wav,Alexandria Ocasio-Cortez,spoof
5843.wav,Bernie Sanders,spoof
5846.wav,Barack Obama,spoof
5847.wav,Adam Driver,spoof
5850.wav,Orson Welles,spoof
5854.wav,Ayn Rand,spoof
5855.wav,Bill Clinton,spoof
5856.wav,Donald Trump,spoof
5858.wav,Mr. Rogers,spoof
5869.wav,Alec Guinness,spoof
5874.wav,Bill Clinton,spoof
5876.wav,Ayn Rand,spoof
5878.wav,Nelson Mandela,spoof
5882.wav,Ayn Rand,spoof
5884.wav,Barack Obama,spoof
5885.wav,Ronald Reagan,spoof
5887.wav,Bernie Sanders,spoof
5889.wav,The Notorious B.I.G.,spoof
5891.wav,Ronald Reagan,spoof
5895.wav,Milton Friedman,spoof
5897.wav,Alec Guinness,spoof
5898.wav,Queen Elizabeth II,spoof
5902.wav,Malcolm X,spoof
5904.wav,Ronald Reagan,spoof
5907.wav,Ayn Rand,spoof
5913.wav,Queen Elizabeth II,spoof
5915.wav,Alec Guinness,spoof
5917.wav,Alec Guinness,spoof
5923.wav,The Notorious B.I.G.,spoof
5927.wav,Bill Clinton,spoof
5932.wav,Ayn Rand,spoof
5933.wav,Bernie Sanders,spoof
5938.wav,Alec Guinness,spoof
5942.wav,Winston Churchill,spoof
5944.wav,Bernie Sanders,spoof
5945.wav,Alexandria Ocasio-Cortez,spoof
5949.wav,Christopher Hitchens,spoof
5955.wav,Alan Watts,spoof
5957.wav,Scarlett Johansson,spoof
5959.wav,Christopher Hitchens,spoof
5964.wav,Winston Churchill,spoof
5965.wav,Ronald Reagan,spoof
5971.wav,Adam Driver,spoof
5975.wav,Bill Clinton,spoof
5977.wav,Alan Watts,spoof
5980.wav,Ronald Reagan,spoof
5981.wav,Bill Clinton,spoof
5987.wav,The Notorious B.I.G.,spoof
5989.wav,Ayn Rand,spoof
5990.wav,Nelson Mandela,spoof
5991.wav,Alec Guinness,spoof
5993.wav,Martin Luther King,spoof
5996.wav,Barack Obama,spoof
5999.wav,Mark Zuckerberg,spoof
6000.wav,Ayn Rand,spoof
6002.wav,Ayn Rand,spoof
6003.wav,George W. Bush,spoof
6004.wav,Alec Guinness,spoof
6006.wav,Bernie Sanders,spoof
6010.wav,Bill Clinton,spoof
6011.wav,Alec Guinness,spoof
6022.wav,Adam Driver,spoof
6025.wav,Ayn Rand,spoof
6029.wav,Bernie Sanders,spoof
6031.wav,Arnold Schwarzenegger,spoof
6032.wav,Bill Clinton,spoof
6033.wav,Tucker Carlson,spoof
6038.wav,Christopher Hitchens,spoof
6040.wav,Barack Obama,spoof
6041.wav,Christopher Hitchens,spoof
6045.wav,Alec Guinness,spoof
6046.wav,Orson Welles,spoof
6047.wav,Nelson Mandela,spoof
6054.wav,Alec Guinness,spoof
6056.wav,JFK,spoof
6058.wav,Ronald Reagan,spoof
6060.wav,George W. Bush,spoof
6061.wav,Adam Driver,spoof
6062.wav,Ayn Rand,spoof
6066.wav,JFK,spoof
6067.wav,Alec Guinness,spoof
6068.wav,Ronald Reagan,spoof
6077.wav,Milton Friedman,spoof
6078.wav,Christopher Hitchens,spoof
6080.wav,Ayn Rand,spoof
6083.wav,Christopher Hitchens,spoof
6085.wav,Robert Kardashian,spoof
6086.wav,Ronald Reagan,spoof
6089.wav,Ayn Rand,spoof
6090.wav,Malcolm X,spoof
6091.wav,Ayn Rand,spoof
6092.wav,Nelson Mandela,spoof
6096.wav,Ayn Rand,spoof
6097.wav,Mark Zuckerberg,spoof
6101.wav,Ronald Reagan,spoof
6104.wav,Christopher Hitchens,spoof
6105.wav,Barack Obama,spoof
6108.wav,Adam Driver,spoof
6110.wav,Bill Clinton,spoof
6116.wav,The Notorious B.I.G.,spoof
6118.wav,Ronald Reagan,spoof
6120.wav,Bernie Sanders,spoof
6122.wav,Ayn Rand,spoof
6126.wav,Alec Guinness,spoof
6128.wav,Queen Elizabeth II,spoof
6133.wav,George W. Bush,spoof
6134.wav,Bernie Sanders,spoof
6135.wav,Alec Guinness,spoof
6136.wav,Alan Watts,spoof
6137.wav,Queen Elizabeth II,spoof
6144.wav,Adam Driver,spoof
6145.wav,Queen Elizabeth II,spoof
6154.wav,Winston Churchill,spoof
6157.wav,Bill Burr,spoof
6161.wav,Arnold Schwarzenegger,spoof
6163.wav,Bernie Sanders,spoof
6168.wav,Nelson Mandela,spoof
6170.wav,Christopher Hitchens,spoof
6174.wav,The Notorious B.I.G.,spoof
6175.wav,Adam Driver,spoof
6177.wav,Ayn Rand,spoof
6179.wav,Ronald Reagan,spoof
6180.wav,Alan Watts,spoof
6183.wav,Ayn Rand,spoof
6184.wav,Bernie Sanders,spoof
6186.wav,John Cleese,spoof
6189.wav,Milton Friedman,spoof
6193.wav,Nelson Mandela,spoof
6196.wav,Ronald Reagan,spoof
6199.wav,Ronald Reagan,spoof
6205.wav,FDR,spoof
6207.wav,Christopher Hitchens,spoof
6209.wav,Mark Zuckerberg,spoof
6210.wav,Alec Guinness,spoof
6212.wav,Adam Driver,spoof
6213.wav,Bill Clinton,spoof
6214.wav,Ronald Reagan,spoof
6219.wav,John Cleese,spoof
6221.wav,Milton Friedman,spoof
6222.wav,Bill Clinton,spoof
6225.wav,Mark Zuckerberg,spoof
6227.wav,Alec Guinness,spoof
6228.wav,Alec Guinness,spoof
6237.wav,Bernie Sanders,spoof
6239.wav,Alec Guinness,spoof
6241.wav,Milton Friedman,spoof
6242.wav,Arnold Schwarzenegger,spoof
6244.wav,Bernie Sanders,spoof
6248.wav,Jerry Seinfeld,spoof
6250.wav,Mr. Rogers,spoof
6251.wav,Gilbert Gottfried,spoof
6253.wav,Ronald Reagan,spoof
6254.wav,Barack Obama,spoof
6255.wav,Alec Guinness,spoof
6258.wav,Queen Elizabeth II,spoof
6259.wav,Bill Clinton,spoof
6261.wav,Milton Friedman,spoof
6265.wav,Mark Zuckerberg,spoof
6267.wav,Mark Zuckerberg,spoof
6270.wav,JFK,spoof
6271.wav,Mark Zuckerberg,spoof
6275.wav,Louis Farrakhan,spoof
6277.wav,Alec Guinness,spoof
6279.wav,Barack Obama,spoof
6281.wav,Jerry Seinfeld,spoof
6282.wav,Alec Guinness,spoof
6284.wav,Malcolm X,spoof
6285.wav,Bernie Sanders,spoof
6286.wav,Louis Farrakhan,spoof
6287.wav,JFK,spoof
6295.wav,Bernie Sanders,spoof
6297.wav,Alec Guinness,spoof
6298.wav,Ayn Rand,spoof
6303.wav,Bernie Sanders,spoof
6304.wav,Bernie Sanders,spoof
6306.wav,Richard Nixon,spoof
6309.wav,Frank Sinatra,spoof
6312.wav,Donald Trump,spoof
6313.wav,Alec Guinness,spoof
6318.wav,Bernie Sanders,spoof
6320.wav,Bernie Sanders,spoof
6321.wav,Ayn Rand,spoof
6322.wav,Ronald Reagan,spoof
6323.wav,Christopher Hitchens,spoof
6325.wav,The Notorious B.I.G.,spoof
6326.wav,Queen Elizabeth II,spoof
6328.wav,Bill Clinton,spoof
6334.wav,Alec Guinness,spoof
6338.wav,The Notorious B.I.G.,spoof
6339.wav,Bill Clinton,spoof
6340.wav,Alec Guinness,spoof
6341.wav,JFK,spoof
6348.wav,Barack Obama,spoof
6352.wav,Bernie Sanders,spoof
6356.wav,Barack Obama,spoof
6357.wav,Milton Friedman,spoof
6367.wav,Alec Guinness,spoof
6371.wav,Ronald Reagan,spoof
6372.wav,Alec Guinness,spoof
6374.wav,Ayn Rand,spoof
6375.wav,Mark Zuckerberg,spoof
6376.wav,Louis Farrakhan,spoof
6380.wav,Alec Guinness,spoof
6383.wav,Christopher Hitchens,spoof
6385.wav,2Pac,spoof
6388.wav,Frank Sinatra,spoof
6390.wav,Winston Churchill,spoof
6392.wav,Louis Farrakhan,spoof
6396.wav,Orson Welles,spoof
6398.wav,The Notorious B.I.G.,spoof
6404.wav,Alec Guinness,spoof
6405.wav,Bernie Sanders,spoof
6411.wav,Arnold Schwarzenegger,spoof
6415.wav,Dwight Eisenhower,spoof
6417.wav,Mr. Rogers,spoof
6420.wav,Winston Churchill,spoof
6423.wav,Alec Guinness,spoof
6426.wav,Bill Clinton,spoof
6431.wav,Ronald Reagan,spoof
6432.wav,Richard Nixon,spoof
6436.wav,2Pac,spoof
6441.wav,Ronald Reagan,spoof
6444.wav,Martin Luther King,spoof
6446.wav,The Notorious B.I.G.,spoof
6447.wav,Alec Guinness,spoof
6448.wav,Christopher Hitchens,spoof
6449.wav,Louis C.K.,spoof
6454.wav,Mark Zuckerberg,spoof
6456.wav,Barack Obama,spoof
6458.wav,Alec Guinness,spoof
6461.wav,Alec Guinness,spoof
6462.wav,Alan Watts,spoof
6463.wav,Barack Obama,spoof
6464.wav,JFK,spoof
6465.wav,Ronald Reagan,spoof
6470.wav,Alec Guinness,spoof
6471.wav,Alan Watts,spoof
6473.wav,Boris Johnson,spoof
6475.wav,Winston Churchill,spoof
6477.wav,Norm MacDonald,spoof
6478.wav,Richard Nixon,spoof
6484.wav,Winston Churchill,spoof
6485.wav,Alec Guinness,spoof
6486.wav,Martin Luther King,spoof
6492.wav,Nelson Mandela,spoof
6495.wav,FDR,spoof
6497.wav,Dwight Eisenhower,spoof
6498.wav,Christopher Hitchens,spoof
6500.wav,Ayn Rand,spoof
6501.wav,Malcolm X,spoof
6502.wav,Alec Guinness,spoof
6503.wav,Dwight Eisenhower,spoof
6507.wav,Milton Friedman,spoof
6508.wav,Barack Obama,spoof
6515.wav,Alec Guinness,spoof
6516.wav,Ayn Rand,spoof
6517.wav,Ayn Rand,spoof
6519.wav,Bill Clinton,spoof
6521.wav,Ayn Rand,spoof
6523.wav,Martin Luther King,spoof
6529.wav,Ronald Reagan,spoof
6532.wav,Arnold Schwarzenegger,spoof
6534.wav,George Carlin,spoof
6535.wav,Nelson Mandela,spoof
6537.wav,Orson Welles,spoof
6538.wav,The Notorious B.I.G.,spoof
6540.wav,Malcolm X,spoof
6543.wav,Bill Clinton,spoof
6544.wav,Ronald Reagan,spoof
6550.wav,Alec Guinness,spoof
6551.wav,Alan Watts,spoof
6552.wav,Alan Watts,spoof
6554.wav,John Cleese,spoof
6555.wav,Bill Clinton,spoof
6558.wav,JFK,spoof
6560.wav,Christopher Hitchens,spoof
6562.wav,Ayn Rand,spoof
6563.wav,Ayn Rand,spoof
6566.wav,The Notorious B.I.G.,spoof
6568.wav,Alec Guinness,spoof
6571.wav,Martin Luther King,spoof
6572.wav,Kanye West,spoof
6574.wav,Adam Driver,spoof
6577.wav,Barack Obama,spoof
6578.wav,Barack Obama,spoof
6580.wav,Barack Obama,spoof
6587.wav,Bernie Sanders,spoof
6589.wav,Winston Churchill,spoof
6592.wav,Bill Clinton,spoof
6593.wav,Alan Watts,spoof
6596.wav,Alec Guinness,spoof
6597.wav,Queen Elizabeth II,spoof
6600.wav,Bernie Sanders,spoof
6604.wav,Nelson Mandela,spoof
6606.wav,George W. Bush,spoof
6610.wav,Bill Clinton,spoof
6611.wav,Bernie Sanders,spoof
6612.wav,Alec Guinness,spoof
6614.wav,Christopher Hitchens,spoof
6618.wav,Alec Guinness,spoof
6619.wav,Ronald Reagan,spoof
6621.wav,Alec Guinness,spoof
6626.wav,Alec Guinness,spoof
6632.wav,Bill Clinton,spoof
6634.wav,Bernie Sanders,spoof
6635.wav,The Notorious B.I.G.,spoof
6636.wav,Boris Johnson,spoof
6640.wav,Queen Elizabeth II,spoof
6642.wav,JFK,spoof
6646.wav,Ronald Reagan,spoof
6647.wav,Richard Nixon,spoof
6657.wav,Queen Elizabeth II,spoof
6663.wav,Ronald Reagan,spoof
6665.wav,Ayn Rand,spoof
6666.wav,Alec Guinness,spoof
6669.wav,Barack Obama,spoof
6671.wav,JFK,spoof
6674.wav,Winston Churchill,spoof
6675.wav,Bill Clinton,spoof
6677.wav,JFK,spoof
6678.wav,Alan Watts,spoof
6679.wav,Mark Zuckerberg,spoof
6685.wav,Martin Luther King,spoof
6686.wav,JFK,spoof
6692.wav,Bernie Sanders,spoof
6694.wav,Frank Sinatra,spoof
6695.wav,Bernie Sanders,spoof
6696.wav,Alec Guinness,spoof
6698.wav,Bill Clinton,spoof
6700.wav,Bernie Sanders,spoof
6701.wav,Alexandria Ocasio-Cortez,spoof
6703.wav,Nelson Mandela,spoof
6706.wav,The Notorious B.I.G.,spoof
6708.wav,Christopher Hitchens,spoof
6711.wav,Bernie Sanders,spoof
6712.wav,Bernie Sanders,spoof
6718.wav,2Pac,spoof
6719.wav,Ayn Rand,spoof
6721.wav,Alec Guinness,spoof
6722.wav,Barack Obama,spoof
6723.wav,Ronald Reagan,spoof
6725.wav,Ronald Reagan,spoof
6729.wav,Alan Watts,spoof
6730.wav,Milton Friedman,spoof
6731.wav,Ayn Rand,spoof
6735.wav,Bill Clinton,spoof
6737.wav,Bernie Sanders,spoof
6738.wav,Ayn Rand,spoof
6746.wav,Alec Guinness,spoof
6748.wav,Martin Luther King,spoof
6751.wav,Mr. Rogers,spoof
6756.wav,Christopher Hitchens,spoof
6757.wav,FDR,spoof
6761.wav,Ronald Reagan,spoof
6767.wav,Bill Clinton,spoof
6770.wav,Ronald Reagan,spoof
6772.wav,Bernie Sanders,spoof
6775.wav,Bernie Sanders,spoof
6776.wav,John Cleese,spoof
6779.wav,George Carlin,spoof
6780.wav,Ronald Reagan,spoof
6789.wav,Christopher Hitchens,spoof
6791.wav,Queen Elizabeth II,spoof
6792.wav,The Notorious B.I.G.,spoof
6801.wav,The Notorious B.I.G.,spoof
6803.wav,Mark Zuckerberg,spoof
6809.wav,Bernie Sanders,spoof
6812.wav,Ayn Rand,spoof
6815.wav,Milton Friedman,spoof
6816.wav,Alan Watts,spoof
6827.wav,Bill Clinton,spoof
6830.wav,Ayn Rand,spoof
6831.wav,Bill Clinton,spoof
6838.wav,Queen Elizabeth II,spoof
6839.wav,Queen Elizabeth II,spoof
6843.wav,Christopher Hitchens,spoof
6851.wav,Ayn Rand,spoof
6852.wav,George W. Bush,spoof
6856.wav,Milton Friedman,spoof
6859.wav,Ronald Reagan,spoof
6862.wav,Bernie Sanders,spoof
6863.wav,Milton Friedman,spoof
6869.wav,Ronald Reagan,spoof
6871.wav,Ayn Rand,spoof
6879.wav,Ayn Rand,spoof
6881.wav,Alec Guinness,spoof
6884.wav,Milton Friedman,spoof
6889.wav,Alec Guinness,spoof
6890.wav,Winston Churchill,spoof
6891.wav,Bill Burr,spoof
6893.wav,Nelson Mandela,spoof
6894.wav,Donald Trump,spoof
6896.wav,JFK,spoof
6897.wav,Mark Zuckerberg,spoof
6900.wav,Alec Guinness,spoof
6901.wav,Ayn Rand,spoof
6907.wav,Orson Welles,spoof
6909.wav,Christopher Hitchens,spoof
6911.wav,Louis C.K.,spoof
6913.wav,Winston Churchill,spoof
6915.wav,Boris Johnson,spoof
6916.wav,Ayn Rand,spoof
6920.wav,Ayn Rand,spoof
6922.wav,Ronald Reagan,spoof
6924.wav,Ronald Reagan,spoof
6925.wav,Bernie Sanders,spoof
6926.wav,Alec Guinness,spoof
6929.wav,Jimmy Carter,spoof
6934.wav,Nelson Mandela,spoof
6938.wav,Ayn Rand,spoof
6942.wav,Alec Guinness,spoof
6943.wav,Queen Elizabeth II,spoof
6944.wav,Mr. Rogers,spoof
6946.wav,FDR,spoof
6956.wav,Alec Guinness,spoof
6957.wav,Barack Obama,spoof
6959.wav,Milton Friedman,spoof
6964.wav,Ayn Rand,spoof
6967.wav,Ayn Rand,spoof
6968.wav,The Notorious B.I.G.,spoof
6975.wav,Alec Guinness,spoof
6976.wav,Bernie Sanders,spoof
6977.wav,Bernie Sanders,spoof
6978.wav,Alec Guinness,spoof
6982.wav,Christopher Hitchens,spoof
6987.wav,Norm MacDonald,spoof
6994.wav,Ayn Rand,spoof
6996.wav,Alexandria Ocasio-Cortez,spoof
6997.wav,Martin Luther King,spoof
7003.wav,Martin Luther King,spoof
7004.wav,Martin Luther King,spoof
7010.wav,Boris Johnson,spoof
7011.wav,JFK,spoof
7012.wav,Ayn Rand,spoof
7013.wav,Nelson Mandela,spoof
7014.wav,Bill Clinton,spoof
7015.wav,Bernie Sanders,spoof
7016.wav,Milton Friedman,spoof
7021.wav,Orson Welles,spoof
7022.wav,Bill Clinton,spoof
7023.wav,Ayn Rand,spoof
7024.wav,Donald Trump,spoof
7032.wav,Bernie Sanders,spoof
7035.wav,Christopher Hitchens,spoof
7039.wav,Alec Guinness,spoof
7040.wav,Alec Guinness,spoof
7041.wav,Alec Guinness,spoof
7042.wav,Louis C.K.,spoof
7043.wav,The Notorious B.I.G.,spoof
7048.wav,Kanye West,spoof
7051.wav,Dwight Eisenhower,spoof
7056.wav,Ronald Reagan,spoof
7057.wav,Bill Clinton,spoof
7059.wav,Gilbert Gottfried,spoof
7061.wav,Barack Obama,spoof
7063.wav,Alec Guinness,spoof
7068.wav,Boris Johnson,spoof
7074.wav,Alec Guinness,spoof
7075.wav,Ayn Rand,spoof
7076.wav,Orson Welles,spoof
7077.wav,Ronald Reagan,spoof
7079.wav,Gilbert Gottfried,spoof
7081.wav,Christopher Hitchens,spoof
7082.wav,Nelson Mandela,spoof
7087.wav,Christopher Hitchens,spoof
7093.wav,JFK,spoof
7094.wav,Alec Guinness,spoof
7101.wav,The Notorious B.I.G.,spoof
7102.wav,Alan Watts,spoof
7104.wav,Orson Welles,spoof
7105.wav,Louis Farrakhan,spoof
7108.wav,Ayn Rand,spoof
7111.wav,Ayn Rand,spoof
7115.wav,Christopher Hitchens,spoof
7116.wav,Christopher Hitchens,spoof
7117.wav,Richard Nixon,spoof
7118.wav,Alec Guinness,spoof
7121.wav,Alec Guinness,spoof
7123.wav,Martin Luther King,spoof
7125.wav,Ayn Rand,spoof
7127.wav,Alec Guinness,spoof
7128.wav,Alec Guinness,spoof
7129.wav,Norm MacDonald,spoof
7133.wav,Christopher Hitchens,spoof
7136.wav,Bernie Sanders,spoof
7139.wav,Bernie Sanders,spoof
7142.wav,Richard Nixon,spoof
7144.wav,George W. Bush,spoof
7147.wav,Christopher Hitchens,spoof
7148.wav,Bob Ross,spoof
7149.wav,Ayn Rand,spoof
7151.wav,Bill Clinton,spoof
7155.wav,Robert Kardashian,spoof
7157.wav,Christopher Hitchens,spoof
7159.wav,Louis Farrakhan,spoof
7160.wav,Louis C.K.,spoof
7162.wav,Barack Obama,spoof
7163.wav,Alec Guinness,spoof
7170.wav,Alec Guinness,spoof
7171.wav,Donald Trump,spoof
7173.wav,Alec Guinness,spoof
7175.wav,John Cleese,spoof
7176.wav,Milton Friedman,spoof
7179.wav,Ayn Rand,spoof
7185.wav,Bernie Sanders,spoof
7189.wav,Alec Guinness,spoof
7190.wav,Alec Guinness,spoof
7193.wav,Alan Watts,spoof
7197.wav,Milton Friedman,spoof
7200.wav,Martin Luther King,spoof
7202.wav,Ronald Reagan,spoof
7206.wav,Queen Elizabeth II,spoof
7209.wav,Ronald Reagan,spoof
7211.wav,The Notorious B.I.G.,spoof
7212.wav,Christopher Hitchens,spoof
7215.wav,Alec Guinness,spoof
7220.wav,Alec Guinness,spoof
7221.wav,Alec Guinness,spoof
7223.wav,Bill Clinton,spoof
7224.wav,Alec Guinness,spoof
7225.wav,Mr. Rogers,spoof
7229.wav,Christopher Hitchens,spoof
7234.wav,The Notorious B.I.G.,spoof
7235.wav,Winston Churchill,spoof
7236.wav,Bernie Sanders,spoof
7237.wav,Gilbert Gottfried,spoof
7240.wav,Bill Clinton,spoof
7247.wav,Queen Elizabeth II,spoof
7248.wav,Ayn Rand,spoof
7251.wav,Bernie Sanders,spoof
7253.wav,Ayn Rand,spoof
7254.wav,Alec Guinness,spoof
7255.wav,Queen Elizabeth II,spoof
7256.wav,Milton Friedman,spoof
7257.wav,Bernie Sanders,spoof
7258.wav,Alec Guinness,spoof
7259.wav,Bernie Sanders,spoof
7260.wav,Alec Guinness,spoof
7262.wav,Orson Welles,spoof
7270.wav,Barack Obama,spoof
7276.wav,Barack Obama,spoof
7277.wav,Ayn Rand,spoof
7283.wav,Mark Zuckerberg,spoof
7286.wav,The Notorious B.I.G.,spoof
7287.wav,Alec Guinness,spoof
7291.wav,Bernie Sanders,spoof
7293.wav,FDR,spoof
7295.wav,Ayn Rand,spoof
7300.wav,Ronald Reagan,spoof
7302.wav,Orson Welles,spoof
7306.wav,Ronald Reagan,spoof
7307.wav,Bernie Sanders,spoof
7308.wav,Alec Guinness,spoof
7310.wav,Boris Johnson,spoof
7312.wav,Nelson Mandela,spoof
7313.wav,Alec Guinness,spoof
7314.wav,Martin Luther King,spoof
7316.wav,Alan Watts,spoof
7320.wav,Alan Watts,spoof
7322.wav,Bernie Sanders,spoof
7323.wav,Nelson Mandela,spoof
7324.wav,Bernie Sanders,spoof
7329.wav,Donald Trump,spoof
7335.wav,Alec Guinness,spoof
7337.wav,Bernie Sanders,spoof
7339.wav,George W. Bush,spoof
7341.wav,Orson Welles,spoof
7342.wav,Christopher Hitchens,spoof
7344.wav,Alan Watts,spoof
7348.wav,2Pac,spoof
7351.wav,Barack Obama,spoof
7353.wav,Alec Guinness,spoof
7355.wav,Queen Elizabeth II,spoof
7357.wav,Louis Farrakhan,spoof
7358.wav,Milton Friedman,spoof
7362.wav,Ayn Rand,spoof
7377.wav,Bernie Sanders,spoof
7380.wav,Queen Elizabeth II,spoof
7384.wav,Ayn Rand,spoof
7386.wav,Ronald Reagan,spoof
7388.wav,Nelson Mandela,spoof
7394.wav,Bernie Sanders,spoof
7395.wav,Martin Luther King,spoof
7398.wav,Ronald Reagan,spoof
7402.wav,Robert Kardashian,spoof
7403.wav,Ronald Reagan,spoof
7408.wav,Bernie Sanders,spoof
7411.wav,Alec Guinness,spoof
